Gender,Age,Income (USD),Income Stability,Property Age,Property Location,Property Price,Loan Sanction Amount (USD)
M,64,6413.37,Low,6421.37,Rural,66468.3,24402.17339
F,24,960.23,Low,977.23,Urban,157710.45,52742.69656
M,29,1959.76,Low,1952.76,Rural,288388.61,97154.93749
F,53,1206.52,Low,1218.52,Semi-Urban,106704.96,33426.67931
F,47,6706.48,Low,6696.48,Rural,267690.83,93866.93723
F,18,1876.97,Low,1878.97,Rural,146096.56,50383.69058
F,19,2018.92,Low,2017.92,Semi-Urban,94386.13,32802.29937
M,18,2210.25,Low,2212.25,Urban,126418.92,43740.35027
F,40,2062.48,Low,2048.48,Rural,183336.16,61334.12189
F,39,3936.19,Low,3945.19,Urban,121178.1,42323.42574
M,51,2805.11,Low,2797.11,Semi-Urban,92481.12,30195.0334
F,36,3918.07,Low,3918.07,Urban,159611.62,55447.90825
F,44,3051.05,Low,3058.05,Semi-Urban,162960.83,54919.24553
M,18,3531.37,Low,3526.37,Urban,103793.59,37487.55644
F,26,3041.36,Low,3042.36,Rural,129530.35,45376.18789
F,48,2377.13,Low,2381.13,Rural,107731.43,35635.65977
F,54,1264.87,Low,1264.87,Semi-Urban,127029.69,40228.43287
M,33,3902.91,Low,3914.91,Semi-Urban,285250.32,97505.2815
F,19,2373.42,Low,2357.42,Semi-Urban,88276.44,31104.80431
F,61,4522.56,Low,4523.56,Semi-Urban,258954,87321.37194
M,28,3108.87,Low,3107.87,Semi-Urban,173797.65,59643.88334
F,38,2286.06,Low,2286.06,Semi-Urban,84349.37,28201.4952
F,18,3674.22,Low,3676.22,Rural,237659.99,82978.7627
M,18,1581.4,Low,1579.4,Semi-Urban,86540.43,29561.73009
M,33,3209.6,Low,3205.6,Semi-Urban,326877.75,110771.3252
M,61,1019.66,Low,1018.66,Urban,25982.73,5382.071428
F,29,3075.12,Low,3069.12,Rural,304312.56,103881.3233
M,18,1372.48,Low,1360.48,Semi-Urban,164583.56,55558.64017
M,18,3683.95,Low,3675.95,Rural,269066.76,93297.21365
F,61,2802.94,Low,2789.94,Semi-Urban,72306.57,22858.62888
M,24,2571.78,Low,2582.78,Semi-Urban,227485.36,77451.60598
M,19,1762.43,Low,1759.43,Semi-Urban,183814.89,62342.92213
M,43,1136.54,Low,1138.54,Semi-Urban,105057.17,33351.24316
M,40,2712.03,Low,2723.03,Semi-Urban,339512.25,113960.5485
F,26,1209.34,Low,1211.34,Urban,48425.95,16121.52629
M,58,2083.54,Low,2080.54,Rural,105282.35,33481.82779
F,23,1436.36,Low,1431.36,Rural,221183.71,74756.74072
M,29,6325.5,Low,6323.5,Semi-Urban,134334.96,49597.43102
F,27,2155.51,Low,2166.51,Urban,76836.27,26557.90857
M,18,2209.26,Low,2208.26,Urban,40730.69,14954.06591
M,40,3181.17,Low,3178.17,Rural,64675.26,22387.68899
F,34,1414.95,Low,1404.95,Rural,39221.36,12738.721
F,18,1648.21,Low,1662.21,Urban,46113.97,16432.65167
F,18,1075.41,Low,1083.41,Semi-Urban,95799.4,32395.95347
M,46,2457.39,Low,2450.39,Urban,304227.76,101501.6958
F,50,1380.98,Low,1370.98,Rural,65820.81,20373.37889
F,18,2435.93,Low,2436.93,Semi-Urban,167707.58,57938.42554
F,64,3404.37,High,3406.37,Semi-Urban,159020.47,63580.20804
F,27,3934.75,Low,3945.75,Rural,450702.28,154101.3635
F,28,1851.94,Low,1845.94,Urban,80111.87,27260.00974
M,24,2541.47,Low,2532.47,Urban,117895.63,40735.70309
F,38,4018.41,Low,4029.41,Rural,315923.74,108042.9661
F,41,1142.74,Low,1150.74,Urban,105411.45,34012.04235
F,39,3817.81,Low,3824.81,Semi-Urban,248010.69,84668.12765
M,43,3362.74,Low,3353.74,Rural,114285.37,38997.61971
F,48,3736.92,Low,3733.92,Rural,127905.46,43799.24336
M,63,5662.34,Low,5676.34,Rural,364868.58,123952.731
M,18,1823.34,Low,1838.34,Urban,100208.36,34546.90942
M,42,4450.11,Low,4454.11,Semi-Urban,359046.81,122137.936
F,44,4954.73,Low,4961.73,Rural,251373.64,86840.54433
M,24,2149.91,Low,2147.91,Semi-Urban,33026.15,11692.31727
M,52,4876.17,Low,4880.17,Semi-Urban,65195.66,23074.30531
M,57,1833.61,Low,1828.61,Semi-Urban,116030.37,36639.00883
M,39,3126.56,Low,3132.56,Urban,273470.77,92414.68917
M,31,2153.73,Low,2152.73,Urban,83601.19,28269.64192
F,54,5433.56,Low,5440.56,Semi-Urban,187327.73,64749.57255
M,19,2450.49,Low,2442.49,Semi-Urban,71038.9,25161.0904
M,20,1302.39,Low,1303.39,Rural,213014.15,71879.56879
M,60,3237.2,Low,3234.2,Urban,127939.8,41976.34749
M,18,1697.14,Low,1690.14,Urban,38870.57,13802.49161
F,18,3022.7,Low,3006.7,Rural,160476.91,56376.59377
F,18,2197.32,Low,2182.32,Rural,317326.76,108220.9193
F,29,6676.26,Low,6672.26,Semi-Urban,187162.11,67936.68196
F,42,1845.32,Low,1863.32,Semi-Urban,72362.96,23417.21228
M,58,964.02,Low,975.02,Urban,83408.67,24858.71379
F,65,806.17,High,823.17,Rural,49776.5,24431.30273
F,18,1922.71,Low,1924.71,Urban,186419.2,63837.47212
F,60,2597.39,Low,2593.39,Rural,97381.75,31430.94294
F,48,1708.82,Low,1702.82,Rural,61043.4,19264.07755
M,25,3683.23,Low,3688.23,Urban,315322.58,108149.4229
F,29,1641.29,Low,1637.29,Rural,54649.77,18551.35555
F,32,1504.39,Low,1504.39,Semi-Urban,56046.95,18369.69755
M,36,2777.56,Low,2788.56,Semi-Urban,89542.93,30376.1871
F,36,2440.53,Low,2457.53,Urban,239137.58,80659.49393
F,18,744.76,Low,729.76,Rural,41929.84,14226.36341
M,32,2783.48,Low,2776.48,Rural,91920.52,31763.85108
F,64,2714.15,Low,2708.15,Semi-Urban,61592.93,18935.25397
F,61,3028.76,Low,3034.76,Urban,147732,48573.45671
F,44,957.67,Low,953.67,Semi-Urban,70168.58,21602.9652
M,33,724.01,Low,738.01,Semi-Urban,111076.52,35748.57617
F,40,3250.04,Low,3244.04,Rural,254529.33,86467.2218
M,26,1734.39,Low,1742.39,Rural,49238.78,16836.07997
M,62,2125.8,Low,2132.8,Rural,72006.19,22035.85641
M,65,1857.87,High,1851.87,Semi-Urban,313994.51,113737.027
M,18,3443.47,Low,3447.47,Semi-Urban,150038.49,52798.64615
F,41,2270.26,Low,2281.26,Rural,316141.49,106091.2199
F,18,1047.75,Low,1056.75,Urban,242100.57,81650.42115
M,44,2802.27,Low,2807.27,Semi-Urban,48834.05,16090.92406
M,18,2122.85,Low,2133.85,Rural,62957.86,22476.08872
M,19,1762.58,Low,1759.58,Semi-Urban,102924.68,35171.05168
M,32,896.37,Low,886.37,Urban,43157.96,13314.8368
F,40,1744.28,Low,1732.28,Urban,50951.65,16402.30677
F,30,4010.06,Low,3996.06,Rural,127571.53,45384.65017
M,65,1592.84,High,1585.84,Urban,28739.39,17782.6438
F,38,3397.31,Low,3398.31,Semi-Urban,211070.03,71905.35717
M,56,4377.33,Low,4366.33,Semi-Urban,119850.82,40599.46912
F,41,1593.92,Low,1594.92,Urban,41337.56,12946.60481
F,41,2218.6,Low,2217.6,Semi-Urban,182777.7,60957.98119
F,39,2030.81,Low,2026.81,Semi-Urban,55812.02,18273.28858
F,62,1593.38,Low,1588.38,Rural,37755.6,10216.40535
F,62,2322.65,Low,2319.65,Urban,83746.52,26274.19985
M,52,1978.54,Low,1987.54,Semi-Urban,131626.12,42428.69921
F,63,2827.14,Low,2841.14,Rural,160540.42,52653.54002
F,27,921.46,Low,921.46,Rural,96964.62,32189.63089
F,18,1527.01,Low,1527.01,Rural,156308.64,53455.17996
M,36,2982.06,Low,2988.06,Rural,29755.23,10775.04212
F,50,3950.96,Low,3952.96,Rural,337128.82,114143.1745
M,23,2710.54,Low,2714.54,Rural,42082.01,15665.46824
F,22,1983.19,Low,1991.19,Rural,112894.36,39025.9206
M,35,2617.06,Low,2627.06,Semi-Urban,188265.64,63452.84347
F,41,7287.45,Low,7296.45,Semi-Urban,159725.67,58402.79375
F,29,2691.06,Low,2693.06,Semi-Urban,238776.5,81202.58885
F,53,2813.87,Low,2819.87,Urban,322623.46,107734.7744
F,51,1760.14,Low,1772.14,Semi-Urban,171420.13,55889.62334
M,18,5442.7,Low,5453.7,Urban,144907.23,53260.75213
M,49,4948.42,Low,4944.42,Urban,70813.68,25406.43844
F,65,2515.54,High,2504.54,Semi-Urban,173401.24,67416.25978
F,42,2458.32,Low,2471.32,Semi-Urban,189497.14,63388.30268
F,30,1856.56,Low,1854.56,Semi-Urban,46749.11,15763.73881
M,20,4843.57,Low,4837.57,Semi-Urban,403084.45,139068.2704
F,45,4122.42,Low,4117.42,Semi-Urban,77303.62,27156.21779
F,48,3483.6,Low,3471.6,Rural,162454.46,55141.04622
M,31,1419.23,Low,1409.23,Semi-Urban,73150.91,23865.73313
F,47,1760.05,Low,1758.05,Rural,137545.66,45095.67073
F,26,2082.68,Low,2078.68,Urban,128778.57,44002.93483
M,20,2275.53,Low,2276.53,Semi-Urban,276192.01,93821.15219
M,65,3981.76,High,3967.76,Semi-Urban,259752.93,97684.30575
F,52,2472.19,Low,2466.19,Semi-Urban,189682.6,62664.01275
M,18,4857.81,Low,4862.81,Semi-Urban,296963.49,103599.3215
M,30,2162.82,Low,2148.82,Rural,120123.02,40757.39563
F,58,1682.96,Low,1682.96,Rural,27426.97,7157.46985
F,18,2664.17,Low,2668.17,Semi-Urban,135794.1,47453.21326
M,59,1726.95,Low,1730.95,Urban,127757.08,40453.34515
F,28,2727.89,Low,2728.89,Urban,227903.42,77804.30593
M,18,1192.47,Low,1197.47,Semi-Urban,244237.41,82139.97748
M,38,3070.83,Low,3074.83,Rural,107033.19,36665.20444
F,44,3535.3,Low,3525.3,Semi-Urban,161519.71,54921.63454
F,24,1951.16,Low,1960.16,Rural,126662.83,43460.46785
M,33,665.61,Low,648.61,Urban,34333.02,10031.78141
F,36,2550.92,Low,2544.92,Urban,116655.05,39617.2146
F,48,1001.03,Low,1015.03,Urban,55103.71,16417.47119
F,37,2766.17,Low,2772.17,Urban,218410.56,73945.28518
M,64,2388.7,Low,2401.7,Semi-Urban,86760.96,26830.1229
F,65,1845.52,High,1849.52,Rural,81470.75,36133.93677
M,51,6020.16,Low,6019.16,Semi-Urban,150745.18,53057.78758
F,40,2290.74,Low,2297.74,Semi-Urban,261353.31,87509.46499
M,27,3007.35,Low,2992.35,Semi-Urban,69102.21,24443.52612
M,39,3188.56,Low,3179.56,Urban,27842.47,9960.828739
M,55,1668.11,Low,1670.11,Rural,336899.78,111100.0671
F,59,1445.08,Low,1433.08,Urban,21067.74,4554.975667
F,24,2549.55,Low,2534.55,Rural,79440.08,28197.37522
M,50,4692.54,Low,4702.54,Semi-Urban,419452.92,142047.2163
F,44,4382.59,Low,4376.59,Rural,75319.51,27110.09116
F,31,2580.1,Low,2582.1,Rural,70569.17,24703.71753
F,60,1845.58,Low,1840.58,Semi-Urban,152176.28,48792.09971
M,65,3138.71,High,3145.71,Rural,217668.17,82971.91657
F,43,3072.9,Low,3084.9,Rural,106358.54,36285.56856
F,18,3154.37,Low,3163.37,Semi-Urban,57016.37,21494.60896
F,63,2121.5,Low,2110.5,Urban,208197.03,67789.786
M,22,2370.87,Low,2370.87,Rural,498476.45,225562.36
M,47,1732.13,Low,1728.13,Rural,71116.09,22515.27393
M,26,1065.34,Low,1064.34,Urban,77575.23,25528.04041
M,54,1829.03,Low,1813.03,Semi-Urban,207544.68,67606.80922
M,35,1435.4,Low,1423.4,Urban,231344.3,76841.80676
M,41,2124.32,Low,2125.32,Urban,109836.34,36262.24639
M,21,4027.69,Low,4029.69,Semi-Urban,311916.27,107534.4539
M,64,2045.03,Low,2050.03,Rural,43264.02,12139.17994
M,18,1572.87,Low,1578.87,Urban,114115.35,38957.71962
M,18,2622.65,Low,2605.65,Urban,63681.37,23078.01603
F,52,906.96,Low,912.96,Rural,52038.58,15109.01605
F,40,4207.88,Low,4197.88,Rural,69485.73,25286.17974
F,63,5518.93,Low,5525.93,Rural,313301.47,106716.7857
F,61,2799.76,Low,2792.76,Urban,61009.99,19201.64802
M,62,1878.33,Low,1883.33,Rural,74356.35,22571.2308
M,60,7081.18,High,7076.18,Rural,371981.5,139228.4496
F,34,3059.31,Low,3070.31,Semi-Urban,25977.14,9706.274892
F,18,2123.62,Low,2112.62,Semi-Urban,63532.97,22619.39473
M,18,1051.35,Low,1054.35,Rural,48662.12,16574.21793
M,18,3743.05,Low,3744.05,Rural,258306.22,89747.64924
F,44,3456.59,Low,3465.59,Urban,147515.05,50284.38929
F,50,2897.45,Low,2882.45,Semi-Urban,92060.93,30460.14449
F,18,2004.54,Low,2014.54,Semi-Urban,54330.11,19417.01134
F,23,2665.04,Low,2668.04,Rural,156502.27,54289.92287
F,25,1869.21,Low,1871.21,Rural,63904.09,22212.54671
F,63,3184.82,Low,3184.82,Urban,102640.31,54632.39
F,30,2971.54,Low,2964.54,Semi-Urban,90546.71,31613.4639
F,57,4048.69,Low,4050.69,Semi-Urban,60531.77,20501.26358
F,53,1402.39,Low,1397.39,Rural,14089.85,2783.440609
M,56,2100.16,Low,2105.16,Urban,292934.03,96557.78425
F,58,4422.28,Low,4431.28,Rural,200947.2,68250.76358
M,32,1715.63,Low,1714.63,Semi-Urban,251769.14,84094.39001
F,57,3229.51,Low,3219.51,Rural,179525.57,59904.69481
F,63,1731.06,High,1737.06,Semi-Urban,29724.02,18518.03282
F,34,1845.46,Low,1857.46,Urban,75372.83,25196.05023
M,47,2815.58,Low,2826.58,Urban,212316.26,70923.84925
F,51,4389.19,Low,4376.19,Rural,134290.79,46368.70497
F,65,1621,High,1624,Semi-Urban,29182.27,18063.76503
F,24,2118.43,Low,2122.43,Urban,188467.37,64252.00014
F,42,3769.73,Low,3772.73,Rural,146743.83,50638.53693
F,18,2440.93,Low,2427.93,Semi-Urban,167707.58,57936.38044
F,27,1638.95,Low,1627.95,Rural,100604.95,34140.50959
F,48,3476.6,Low,3477.6,Rural,162454.46,55140.53494
F,33,2332.8,Low,2339.8,Semi-Urban,273694.87,92251.89621
F,63,2472.14,Low,2475.14,Rural,103536.73,33136.66425
F,43,978.54,Low,966.54,Urban,47599.45,14255.93531
F,28,1095.47,Low,1090.47,Rural,62197.64,20607.24372
F,29,1714.46,Low,1706.46,Semi-Urban,90250.12,30307.00047
M,24,1768.48,Low,1755.48,Semi-Urban,40397.16,13772.67484
M,18,2055.46,Low,2052.46,Rural,92530.89,32333.96829
F,52,2605.47,Low,2594.47,Urban,114912.24,37819.31609
F,19,1586.93,Low,1581.93,Semi-Urban,74669.84,25735.57595
M,42,1698.12,Low,1708.12,Rural,34256.4,10501.55661
M,34,2998.05,Low,2997.05,Urban,126731.67,43383.74858
M,41,2084.33,Low,2080.33,Rural,97707.32,32282.37444
F,35,1822.55,Low,1822.55,Urban,136598.41,45653.81354
F,18,2680.59,Low,2684.59,Semi-Urban,360466.84,122940.3608
M,58,2020.52,Low,2018.52,Rural,54299.75,16292.21078
F,18,4455.26,Low,4456.26,Urban,104853.41,39027.66518
F,63,2214.57,Low,2217.57,Rural,68092.29,20967.05897
M,64,1605.21,Low,1602.21,Semi-Urban,50246.48,13755.117
M,43,2156.78,Low,2144.78,Rural,95529.78,31462.69409
M,35,2590.15,Low,2574.15,Urban,40414.24,13884.78055
M,38,6570.51,Low,6577.51,Semi-Urban,188872.28,67460.37839
M,52,4145.18,Low,4147.18,Urban,147330.04,50053.62787
M,51,2531.03,Low,2519.03,Rural,266220.25,88549.58258
M,31,2359,Low,2355,Urban,201696.71,68147.7558
M,18,3431.23,Low,3436.23,Semi-Urban,101056.16,36332.86981
M,46,6289.04,Low,6295.04,Semi-Urban,141011.39,50462.138
F,48,1644.95,Low,1651.95,Semi-Urban,92879.41,29623.79521
M,50,4365.76,Low,4361.76,Rural,233215.53,79422.19075
F,63,2516.02,High,2517.02,Rural,64124,31149.2471
F,57,2371.07,Low,2367.07,Rural,91193.09,29357.98845
M,30,4929.75,Low,4925.75,Rural,51183.65,20434.24938
M,29,1870.82,Low,1859.82,Urban,121178.36,40756.08738
M,18,1011.47,Low,996.47,Rural,152753.07,51489.67547
M,60,3817.43,Low,3811.43,Semi-Urban,455193.3,152358.7702
F,37,3990.19,Low,3985.19,Rural,558179.18,189461.639
M,20,2469.83,Low,2480.83,Urban,244248.89,83432.72136
M,60,1038.69,High,1038.69,Semi-Urban,114987.06,46448.90063
M,64,3898.2,Low,3892.2,Rural,188416.97,62787.19292
M,30,1243.25,Low,1243.25,Semi-Urban,59754.75,19270.06675
M,24,1019.75,Low,1018.75,Semi-Urban,66793.43,21880.02902
F,62,2761.29,Low,2776.29,Rural,126715.57,41303.63569
M,45,1399.03,Low,1395.03,Urban,94682.25,30111.17401
F,60,2538.41,Low,2531.41,Urban,56977.2,17658.84562
F,65,750.71,High,743.71,Semi-Urban,66781.18,29798.67531
M,35,816.85,Low,805.85,Urban,24740.71,6809.112672
M,18,3019.7,Low,3011.7,Urban,174750.03,60797.96088
F,18,1087.41,Low,1091.41,Semi-Urban,95799.4,32406.17899
M,53,1946.03,Low,1953.03,Semi-Urban,101818.03,32302.42104
M,52,4016.44,Low,4018.44,Rural,110118.35,37559.98117
M,33,4330.7,Low,4326.7,Semi-Urban,243107.28,83778.16925
F,60,2518.74,Low,2528.74,Rural,44977.36,13754.39316
F,37,2123.13,Low,2135.13,Semi-Urban,124283.42,41534.47402
F,29,1409.38,Low,1410.38,Rural,125111.91,41985.87782
F,38,3409.31,Low,3412.31,Semi-Urban,211070.03,71918.65035
M,65,2232.03,High,2239.03,Rural,48364.73,25173.66589
F,18,1602.07,Low,1598.07,Urban,63696.75,22282.54183
M,18,2519.81,Low,2518.81,Urban,194044.53,66771.63796
M,19,4734.1,Low,4735.1,Rural,181701.76,64949.55633
F,65,2306.99,High,2300.99,Semi-Urban,125051.52,50964.29292
F,45,1711.76,Low,1708.76,Rural,74957.08,24179.71224
M,27,814.68,Low,831.68,Urban,112416.03,36905.28126
M,21,1893.14,Low,1895.14,Semi-Urban,22622.97,8174.561685
M,30,3167.06,Low,3169.06,Urban,195608.66,67011.16101
F,27,2396.44,Low,2386.44,Urban,209876.69,71483.46077
F,51,2162.53,Low,2164.53,Semi-Urban,71152.68,22614.8964
M,18,1384.18,Low,1378.18,Rural,52799.5,18299.7496
M,25,3698.86,Low,3702.86,Rural,223424.06,77432.90697
M,46,1714.81,Low,1726.81,Semi-Urban,128404.59,41553.03765
M,60,1572.63,High,1583.63,Urban,187578.55,71522.75138
F,45,4034.66,Low,4036.66,Semi-Urban,267542.98,90973.81581
M,23,3070.13,Low,3081.13,Urban,132251.22,46187.83714
F,21,6139.7,Low,6136.7,Rural,311154.35,109947.6368
F,29,1347.34,Low,1349.34,Rural,106500.05,35670.99559
M,32,1063.12,Low,1050.12,Urban,55600.47,17663.40678
M,18,5560.17,Low,5563.17,Rural,66885.05,27306.02846
F,54,1576.24,Low,1563.24,Urban,79599.92,24745.79522
M,18,2463.29,Low,2459.29,Urban,205509.81,70563.63911
F,22,975.52,Low,976.52,Rural,33948.74,11473.13481
M,63,3067.36,Low,3066.36,Urban,109975.18,35531.84433
M,31,2764.66,Low,2761.66,Rural,91626.88,31727.12012
M,56,4440.04,Low,4428.04,Urban,375859.42,126797.4074
F,62,1819.37,Low,1818.37,Rural,82711.5,25550.78081
M,58,1813.18,Low,1818.18,Rural,61885.75,18632.0052
M,54,1579.14,Low,1567.14,Semi-Urban,199137.42,64529.22601
M,44,1673.28,Low,1675.28,Rural,225248.07,74470.32335
F,60,2593.39,Low,2598.39,Rural,97381.75,31431.45422
F,33,854.9,Low,844.9,Semi-Urban,84004.59,27012.65956
M,50,2448.03,Low,2444.03,Rural,123083.64,40466.54578
F,57,2028.2,Low,2030.2,Rural,38312.09,11247.07059
F,25,1348.36,Low,1337.36,Rural,56545.07,19201.31795
M,64,1664.8,High,1662.8,Rural,36846.04,20798.87726
M,31,2934.28,Low,2919.28,Semi-Urban,127181.03,43561.78082
M,45,4224.28,Low,4226.28,Urban,242079,82515.60117
M,18,2409.76,Low,2420.76,Urban,169697.59,58486.8026
F,33,3029.52,Low,3042.52,Urban,134988.15,46511.95469
F,64,1687.05,Low,1678.05,Rural,128132.65,40510.70227
F,59,2788.26,Low,2786.26,Semi-Urban,82813.2,26536.76042
M,38,1040.19,Low,1048.19,Rural,11023.37,2339.926535
M,22,1363.1,Low,1368.1,Rural,138898.2,46889.01569
M,40,3054.47,Low,3054.47,Urban,92065.76,31322.60945
M,36,2078.06,Low,2084.06,Semi-Urban,52826.61,17324.88882
F,28,2408.2,Low,2416.2,Semi-Urban,32006.06,11538.77029
F,62,1403.54,High,1406.54,Urban,179056.78,68561.2873
M,61,1944.22,Low,1940.22,Semi-Urban,59173.37,17337.23105
M,53,1910.72,Low,1920.72,Semi-Urban,146608.96,47313.67694
F,48,7840.73,Low,7836.73,Semi-Urban,223507.49,79833.26858
F,46,1310.78,Low,1306.78,Semi-Urban,116012.56,37205.38808
F,21,2727.66,Low,2715.66,Semi-Urban,59322.95,21585.0308
F,64,2661.63,Low,2672.63,Semi-Urban,68137.55,21088.66018
F,20,3557.33,Low,3564.33,Rural,410482.42,140756.7773
M,31,2679.19,Low,2670.19,Rural,279513.05,94749.94752
F,28,1630.32,Low,1628.32,Semi-Urban,59003.47,19806.99938
F,62,2150.95,Low,2164.95,Semi-Urban,71149.44,21737.93972
F,61,932.91,Low,939.91,Semi-Urban,80439.85,23688.72117
M,65,2786.65,High,2787.65,Semi-Urban,258173.27,95939.2855
M,18,1016.3,Low,1003.3,Rural,105599.22,35656.07445
F,52,2557.29,Low,2556.29,Semi-Urban,106176.64,34702.90162
F,32,5845.3,Low,5831.3,Urban,151744.36,55085.15573
F,33,1909.21,Low,1907.21,Urban,216770.73,72830.49238
F,49,1685.41,Low,1682.41,Semi-Urban,103425.28,33123.43763
F,28,2529.75,Low,2543.75,Rural,146475.24,50393.47384
M,29,2551.85,Low,2552.85,Urban,231368.95,78472.99576
M,38,2213.5,Low,2200.5,Semi-Urban,227184.01,75864.26875
M,18,2021.83,Low,2031.83,Rural,122038.87,42218.32257
F,38,1654.45,Low,1642.45,Rural,147625.12,49080.34311
F,56,3093.9,Low,3102.9,Urban,134374.38,44550.1379
F,32,2962.43,Low,2952.43,Urban,93496.97,32573.29654
M,58,2594.04,Low,2601.04,Urban,135037.42,43866.18562
M,42,1464.73,Low,1470.73,Urban,49568.19,15266.41371
M,21,2743.99,Low,2736.99,Urban,267776.07,91527.82683
M,25,1643.62,Low,1643.62,Urban,77190.91,26069.88084
F,26,3155.34,Low,3162.34,Rural,238721.68,82174.52673
F,65,1147.93,High,1150.93,Urban,80435.17,34934.37496
M,62,2922.85,Low,2924.85,Rural,365956.71,121589.947
M,56,2350.95,Low,2344.95,Semi-Urban,213952.58,70139.89392
M,29,1494.67,Low,1495.67,Semi-Urban,24181.6,7657.311839
F,19,2105.2,Low,2098.2,Rural,39120.34,14598.72262
F,29,1183.7,Low,1176.7,Urban,187868.09,62693.73217
F,51,2550.02,Low,2554.02,Urban,85294.15,27900.30698
F,18,1542.67,Low,1548.67,Urban,151816.55,51827.4477
F,21,3519.19,Low,3529.19,Rural,157614.34,55698.68398
M,44,1217.44,Low,1218.44,Semi-Urban,56736.45,17122.82207
F,34,1405.95,Low,1410.95,Rural,39221.36,12737.18717
M,65,4377,High,4388,Urban,35547.2,22925.62265
M,65,1839.22,High,1838.22,Semi-Urban,49845.54,24989.60072
M,23,3033.96,Low,3041.96,Urban,125110.66,43750.71503
F,52,2102.03,Low,2097.03,Rural,42881.19,13249.33237
M,56,992.11,Low,992.11,Semi-Urban,43507.3,11498.79562
M,39,1120.4,Low,1130.4,Rural,64653.89,20359.01849
F,63,793.95,High,806.95,Urban,32916.83,18773.73695
M,47,1861.29,Low,1866.29,Rural,33275.8,9940.925937
F,33,2767.31,Low,2757.31,Urban,65001.3,22722.62189
F,24,1905.62,Low,1905.62,Rural,148803.63,50846.66842
M,53,1988.36,Low,1984.36,Semi-Urban,14279.44,2934.784569
F,47,1016.85,Low,1015.85,Semi-Urban,31086.5,8299.541685
M,18,1688.14,Low,1696.14,Urban,38870.57,13800.95778
F,37,5633.26,Low,5636.26,Urban,249201.9,87218.69238
M,49,2659.44,Low,2663.44,Semi-Urban,177366.07,58724.33144
M,46,1459.61,Low,1460.61,Rural,94976.62,30333.31782
F,58,3052.75,Low,3065.75,Urban,159333.87,52736.09559
F,61,5013.79,Low,5016.79,Semi-Urban,159881.31,54544.9585
F,55,1550.68,Low,1546.68,Semi-Urban,143063.32,45825.43264
F,30,2609.95,Low,2611.95,Urban,34145.91,12440.45764
F,60,1265.11,High,1265.11,Urban,35940.86,20502.00211
M,18,2436.28,Low,2423.28,Semi-Urban,126061.01,43705.71775
F,56,1529.19,Low,1520.19,Semi-Urban,76937.03,23509.15577
M,18,1940.74,Low,1944.74,Semi-Urban,27450,10083.03393
F,18,2125.28,Low,2120.28,Semi-Urban,102734.02,35792.27825
F,35,655.22,Low,665.22,Semi-Urban,55287.25,17013.98022
F,18,4808.43,Low,4795.43,Rural,61013.92,24793.27847
M,53,752.51,Low,734.51,Urban,100619.81,30804.57041
F,39,3811.81,Low,3822.81,Semi-Urban,248010.69,84664.03744
M,50,3253.78,Low,3256.78,Rural,113984.95,38237.68321
F,36,4161.55,Low,4151.55,Semi-Urban,226764.91,78111.52424
M,56,1254.64,Low,1261.64,Rural,141909.92,45101.21323
F,51,1867.17,Low,1868.17,Urban,108008.69,34830.61901
F,43,957.96,Low,957.96,Semi-Urban,37339.03,10656.5599
F,22,1748.58,Low,1753.58,Rural,79194.4,27464.25173
F,50,617.37,Low,629.37,Rural,69713.07,20911.25445
F,50,1328.73,Low,1313.73,Rural,59257.99,18112.86161
F,57,2547.93,Low,2547.93,Urban,211352.64,69766.09942
F,53,1095.6,Low,1099.6,Urban,321517.05,105605.0748
M,22,3020.5,Low,3022.5,Urban,143398.43,49956.07805
M,25,3958.97,Low,3965.97,Semi-Urban,224269.56,77708.70193
M,57,3272.97,Low,3257.97,Rural,70378.34,23046.36264
F,23,3073.97,Low,3074.97,Urban,171390.19,59570.22489
M,33,2975.95,Low,2975.95,Rural,52655.09,18695.39043
F,32,4397.48,Low,4411.48,Semi-Urban,150213.54,52966.91454
M,62,3356.22,Low,3343.22,Semi-Urban,117794.79,38389.02855
M,53,1262.1,Low,1252.1,Semi-Urban,61081.09,17910.3325
M,58,1158.16,Low,1163.16,Urban,128471.65,40191.37771
M,20,4184.43,Low,4190.43,Urban,66642.31,25523.18159
M,59,2340.14,Low,2354.14,Semi-Urban,166636.87,54007.81535
M,65,2644.04,High,2635.04,Rural,195988.42,75175.41375
M,48,1677.09,Low,1685.09,Rural,64136.75,20041.57552
M,49,3830.45,Low,3814.45,Urban,105867.54,36032.14667
F,45,680.75,Low,676.75,Urban,17225.11,3594.191248
M,64,1864.54,Low,1852.54,Semi-Urban,111218.06,34496.80312
F,18,2501.01,Low,2491.01,Rural,47943.13,18044.71523
M,63,2876.79,Low,2877.79,Urban,152528.62,49632.22693
F,56,2520.61,Low,2520.61,Urban,70306.61,22438.15983
M,63,1513.33,Low,1508.33,Semi-Urban,116712.83,36066.1186
M,40,4252.69,Low,4238.69,Semi-Urban,95891.44,33687.92267
F,42,2344.7,Low,2332.7,Semi-Urban,263574.04,88142.68702
M,39,1396.29,Low,1396.29,Rural,20578.71,5830.618491
F,18,931,Low,937,Semi-Urban,27495.06,9302.990042
M,19,2572.42,Low,2563.42,Semi-Urban,187387.11,64368.06427
M,65,1510.34,High,1519.34,Urban,120386.2,48491.76274
